ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
2209;Z MATERIALNO ŠKODO;LAŠKO;22.02.2019;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;20105;ZIDANI MOST-LAŠKO;0;NI ODSEKOV;12;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;104606;513727;1;POVZROÈITELJ;44;MOŠKI;ŠMARJE PRI JELŠAH;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;02;08;,00;,00
2209;Z MATERIALNO ŠKODO;LAŠKO;22.02.2019;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;20105;ZIDANI MOST-LAŠKO;0;NI ODSEKOV;12;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;104606;513727;2;UDELEŽENEC;59;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;40;03;,00;,00
2210;Z MATERIALNO ŠKODO;MURSKA SOBOTA;26.02.2019;15;DA;CESTA;LOKALNA CESTA;09578;OSTALE LOKALNE CESTE;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0;1;UDELEŽENEC;46;ŽENSKI;MURSKA SOBOTA;;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
2210;Z MATERIALNO ŠKODO;MURSKA SOBOTA;26.02.2019;15;DA;CESTA;LOKALNA CESTA;09578;OSTALE LOKALNE CESTE;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0;2;POVZROÈITELJ;29;MOŠKI;;AVSTRIJA;BREZ POŠKODBE;VOZNIK TRAKTORJA;DA;10;10;,00;,00
2211;Z MATERIALNO ŠKODO;RADOVLJICA;16.02.2019;8;NE;CESTA;REGIONALNA CESTA III. REDA;00633;BITNJE-JEREKA-BOH.JEZERO;01098;JEREKA-JEZERO;3800;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;NEZNANO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;128030;416597;1;POVZROÈITELJ;19;MOŠKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;06;,00;,00
2212;Z LAŽJO TELESNO POŠKODBO;AJDOVŠÈINA;25.02.2019;8;NE;CESTA;REGIONALNA CESTA II. REDA;00444;RAZDRTO-SELO-ROŽNA DOLINA;00346;AJDOVŠÈINA - SELO;2450;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;83335;411849;1;POVZROÈITELJ;40;ŽENSKI;AJDOVŠÈINA;;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;22;01;,00;,00
2213;Z LAŽJO TELESNO POŠKODBO;NOVO MESTO;19.02.2019;11;NE;CESTA;LOKALNA CESTA;95772;HRUŠICA-MALI SLATNIK;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;72815;517941;1;POVZROÈITELJ;21;ŽENSKI;NOVO MESTO;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;01;,00;,00
2213;Z LAŽJO TELESNO POŠKODBO;NOVO MESTO;19.02.2019;11;NE;CESTA;LOKALNA CESTA;95772;HRUŠICA-MALI SLATNIK;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;72815;517941;2;UDELEŽENEC;1;MOŠKI;NOVO MESTO;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
2214;Z MATERIALNO ŠKODO;AJDOVŠÈINA;25.02.2019;15;NE;CESTA;HITRA CESTA;000H4;RAZDRTO-VIPAVA-VRTOJBA;00374;NANOS-RAZDRTO-VIPAVA;6320;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;72440;422198;1;POVZROÈITELJ;74;MOŠKI;POSTOJNA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;49;07;,00;,00
2214;Z MATERIALNO ŠKODO;AJDOVŠÈINA;25.02.2019;15;NE;CESTA;HITRA CESTA;000H4;RAZDRTO-VIPAVA-VRTOJBA;00374;NANOS-RAZDRTO-VIPAVA;6320;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;72440;422198;2;UDELEŽENEC;35;MOŠKI;;POLJSKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;04;06;,00;,00
2215;Z LAŽJO TELESNO POŠKODBO;NOVO MESTO;20.02.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00036;LJUBLJANSKA CESTA;47;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;75296;512419;1;POVZROÈITELJ;22;ŽENSKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;04;,00;,00
2215;Z LAŽJO TELESNO POŠKODBO;NOVO MESTO;20.02.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00036;LJUBLJANSKA CESTA;47;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;75296;512419;2;UDELEŽENEC;22;MOŠKI;NOVO MESTO;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;05;,00;,00
2216;Z MATERIALNO ŠKODO;MARIBOR;27.02.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00118;GOSPOSVETSKA CESTA;22;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;ÈELNO TRÈENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;157713;549111;1;POVZROÈITELJ;23;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;00;,00;,00
2216;Z MATERIALNO ŠKODO;MARIBOR;27.02.2019;7;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00118;GOSPOSVETSKA CESTA;22;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;ÈELNO TRÈENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;157713;549111;2;UDELEŽENEC;59;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;37;00;,00;,00
2217;Z LAŽJO TELESNO POŠKODBO;KOPER;26.02.2019;9;NE;CESTA;GLAVNA CESTA;00011;PRISTANIŠÈE KP - DRAGONJA;01475;SLAVÈEK-LUKA KOPER;2000;CESTA;OSTALO;TRÈENJE V OBJEKT;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;45402;402226;1;POVZROÈITELJ;22;MOŠKI;KOPER;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK MOPEDA;NE;0;0;,00;,00
2218;Z MATERIALNO ŠKODO;TOLMIN;26.02.2019;12;NE;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01008;UŠNIK-PLAVE;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;112795;401205;1;UDELEŽENEC;66;ŽENSKI;TOLMIN;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;41;11;,00;,00
2218;Z MATERIALNO ŠKODO;TOLMIN;26.02.2019;12;NE;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01008;UŠNIK-PLAVE;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;112795;401205;2;POVZROÈITELJ;18;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;04;,00;,00
2219;Z MATERIALNO ŠKODO;LJUBLJANA;26.02.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28045;GERBIÈEVA ULICA;2;KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;0;0;1;UDELEŽENEC;46;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;03;,00;,00
2220;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;25.02.2019;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;53149;ŠKOFJA LOKA;00011;KIDRIÈEVA CESTA;66;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;114578;449055;1;POVZROÈITELJ;48;MOŠKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;00;,32;,00
2221;Z LAŽJO TELESNO POŠKODBO;IZOLA;23.02.2019;7;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;13007;MALIJA;0;NI ODSEKOV;29;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;40920;393862;1;UDELEŽENEC;64;MOŠKI;IZOLA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK MOPEDA;DA;0;0;,00;,00
2222;Z MATERIALNO ŠKODO;KRŠKO;10.02.2019;14;DA;CESTA;REGIONALNA CESTA III. REDA;00673;DRNOVO - KRIŽAJ;01340;DRNOVO-KRIŽAJ;1000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;OBLAÈNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;84887;536457;1;POVZROÈITELJ;32;MOŠKI;KRŠKO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;03;,00;,00
2223;Z MATERIALNO ŠKODO;NOVA GORICA;26.02.2019;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37057;KROMBERK;00005;INDUSTRIJSKA CESTA;6;KRIŽIŠÈE;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;90854;397363;1;UDELEŽENEC;20;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;09;,00;,00
2224;Z LAŽJO TELESNO POŠKODBO;CELJE;17.01.2019;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;03011;CELJE;00165;TEHARSKA CESTA;2;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;120592;521145;1;UDELEŽENEC;45;MOŠKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;00;,00;,00
2224;Z LAŽJO TELESNO POŠKODBO;CELJE;17.01.2019;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;03011;CELJE;00165;TEHARSKA CESTA;2;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;120592;521145;2;POVZROÈITELJ;34;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;00;,00;,00
2225;Z MATERIALNO ŠKODO;NOVA GORICA;26.02.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00012;GREGORÈIÈEVA ULICA;13;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;91041;395708;1;POVZROÈITELJ;31;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;06;,00;,00
2225;Z MATERIALNO ŠKODO;NOVA GORICA;26.02.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00012;GREGORÈIÈEVA ULICA;13;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;91041;395708;2;UDELEŽENEC;55;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;11;,00;,00
2226;Z MATERIALNO ŠKODO;SLOVENJ GRADEC;26.02.2019;7;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;49024;ŠMARTNO PRI SLOVENJ GRADC;0;NI ODSEKOV;208;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;149561;508390;1;UDELEŽENEC;31;ŽENSKI;SLOVENJ GRADEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;00;,00;,00
2226;Z MATERIALNO ŠKODO;SLOVENJ GRADEC;26.02.2019;7;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;49024;ŠMARTNO PRI SLOVENJ GRADC;0;NI ODSEKOV;208;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;149561;508390;2;POVZROÈITELJ;53;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;40;00;,00;,00
2227;Z MATERIALNO ŠKODO;KRŠKO;20.02.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;19085;KRŠKO;00005;CESTA KRŠKIH ŽRTEV;141;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;88391;538082;1;UDELEŽENEC;43;ŽENSKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;OSTALO;DA;25;0;,00;,00
2227;Z MATERIALNO ŠKODO;KRŠKO;20.02.2019;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;19085;KRŠKO;00005;CESTA KRŠKIH ŽRTEV;141;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;88391;538082;2;POVZROÈITELJ;66;MOŠKI;KRŠKO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;43;0;,00;,00
2228;Z LAŽJO TELESNO POŠKODBO;MURSKA SOBOTA;26.02.2019;13;NE;CESTA;REGIONALNA CESTA II. REDA;00441;MURSKA SOBOTA - GEDEROVCI;01298;MURSKA SOBOTA-GEDEROVCI;7000;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;170475;583744;1;POVZROÈITELJ;76;ŽENSKI;GORNJA RADGONA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;39;07;,00;,00
2228;Z LAŽJO TELESNO POŠKODBO;MURSKA SOBOTA;26.02.2019;13;NE;CESTA;REGIONALNA CESTA II. REDA;00441;MURSKA SOBOTA - GEDEROVCI;01298;MURSKA SOBOTA-GEDEROVCI;7000;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;170475;583744;2;UDELEŽENEC;38;ŽENSKI;MURSKA SOBOTA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;PEŠEC;DA;0;0;,00;,00
2229;Z LAŽJO TELESNO POŠKODBO;CELJE;18.01.2019;7;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00370;MEDLOG-CELJE;3100;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;SNEG;NORMALEN;SNEŽENO - NEPLUŽENO;HRAPAV  ASFALT / BETON;121341;521136;1;POVZROÈITELJ;38;ŽENSKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;02;,00;,00
2229;Z LAŽJO TELESNO POŠKODBO;CELJE;18.01.2019;7;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00370;MEDLOG-CELJE;3100;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;SNEG;NORMALEN;SNEŽENO - NEPLUŽENO;HRAPAV  ASFALT / BETON;121341;521136;2;UDELEŽENEC;42;ŽENSKI;CELJE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;22;11;,00;,00
2230;S HUDO TELESNO POŠKODBO;MURSKA SOBOTA;26.02.2019;8;DA;CESTA;LOKALNA CESTA;09580;MURSKA SOBOTA;0;NI ODSEKOV;0;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;169124;589824;1;POVZROÈITELJ;69;MOŠKI;MURSKA SOBOTA;SLOVENIJA;HUDA TELESNA POŠKODBA;KOLESAR;NE;0;0;,00;,00
2230;S HUDO TELESNO POŠKODBO;MURSKA SOBOTA;26.02.2019;8;DA;CESTA;LOKALNA CESTA;09580;MURSKA SOBOTA;0;NI ODSEKOV;0;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;169124;589824;2;UDELEŽENEC;53;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;02;,00;,00
2231;Z MATERIALNO ŠKODO;NOVO MESTO;21.02.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00164;ŠENTJERNEJSKA CESTA;6;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;72844;514526;1;POVZROÈITELJ;33;MOŠKI;TREBNJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;08;,00;,00
2231;Z MATERIALNO ŠKODO;NOVO MESTO;21.02.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00164;ŠENTJERNEJSKA CESTA;6;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;72844;514526;2;UDELEŽENEC;28;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK TRAKTORJA;DA;08;10;,00;,00
2232;Z MATERIALNO ŠKODO;TREBNJE;25.02.2019;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;57079;HRASTOVICA;0;NI ODSEKOV;19;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;91388;512186;1;UDELEŽENEC;43;MOŠKI;TREBNJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;25;01;,00;,00
2232;Z MATERIALNO ŠKODO;TREBNJE;25.02.2019;9;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;57079;HRASTOVICA;0;NI ODSEKOV;19;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;91388;512186;2;UDELEŽENEC;53;MOŠKI;TRBOVLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;24;06;,00;,00
2233;Z MATERIALNO ŠKODO;LJUBLJANA;23.02.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;340;KRIŽIŠÈE;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;98264;456435;1;POVZROÈITELJ;26;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;03;07;,00;,00
2233;Z MATERIALNO ŠKODO;LJUBLJANA;23.02.2019;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;340;KRIŽIŠÈE;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;98264;456435;2;UDELEŽENEC;23;MOŠKI;IDRIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;09;,00;,00
2234;Z MATERIALNO ŠKODO;CELJE;13.02.2019;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;03011;CELJE;00231;LAVA;7;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;121824;519895;1;UDELEŽENEC;71;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
2234;Z MATERIALNO ŠKODO;CELJE;13.02.2019;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;03011;CELJE;00231;LAVA;7;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;121824;519895;2;POVZROÈITELJ;78;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;50;00;,00;,00
2235;Z MATERIALNO ŠKODO;TOLMIN;15.02.2019;6;NE;CESTA;GLAVNA CESTA II. REDA;00102;ROBIÈ-IDRIJA-LOGATEC;01006;IDRSKO-PERŠETI;150;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;121738;391938;1;UDELEŽENEC;46;MOŠKI;TOLMIN;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;11;,00;,00
2236;Z MATERIALNO ŠKODO;KRŠKO;26.02.2019;14;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00336;KRŠKO-DRNOVO;3200;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;ZASTOJI;SUHO;ZGLAJEN ASFALT / BETON;87385;537580;1;POVZROÈITELJ;64;MOŠKI;KRŠKO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;43;0;,26;,00
2236;Z MATERIALNO ŠKODO;KRŠKO;26.02.2019;14;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00336;KRŠKO-DRNOVO;3200;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;ZASTOJI;SUHO;ZGLAJEN ASFALT / BETON;87385;537580;2;UDELEŽENEC;53;MOŠKI;KRŠKO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
2237;Z MATERIALNO ŠKODO;CELJE;13.01.2019;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;03072;PRISTOVA;0;NI ODSEKOV;15;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;131059;517148;1;POVZROÈITELJ;20;ŽENSKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;10;,00;,00
2237;Z MATERIALNO ŠKODO;CELJE;13.01.2019;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;03072;PRISTOVA;0;NI ODSEKOV;15;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;131059;517148;2;UDELEŽENEC;28;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;10;06;,00;,00
2238;Z LAŽJO TELESNO POŠKODBO;ÈRNOMELJ;15.02.2019;11;NE;CESTA;REGIONALNA CESTA;00216;IVANÈNA GORICA - ÈRNOMELJ;01178;ÈRMOŠNJICE-ÈRNOMELJ;8500;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;54012;512822;1;UDELEŽENEC;54;ŽENSKI;ÈRNOMELJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;28;11;,00;,00
